ID	body
11	Voorzitter: Op dit punt?        
12	Barbara Pas (VB): Ja.       Le  
13	President: Je continue le scrutin. Vous pourrez intervenir par la suite.       La Chambre doit procéder à la nomination de dix membres effectifs et de dix membres suppléants, dont chaque fois cinq membres francophones et cinq néerlandophones et dont chaque fois au maximum cinq sont du même sexe. Nous procéderons à la nomination des membres suppléants tout à l'heure.   De Kamer dient over te gaan tot de benoeming van tien effectieve en tien plaatsvervangende leden, waarvan telkens vijf Nederlandstaligen en vijf Franstaligen en waarvan telkens maximaal vijf van hetzelfde geslacht.  Wij zullen straks de plaatsvervangende leden benoemen.       Le document portant le nom des candidats vous a été distribué (n° 3562/1).   Het stuk met de namen van de kandidaten werd rondgedeeld (stuk nr. 3562/1).       Vous avez reçu deux bulletins de vote, l'un reprenant les candidats francophones et l'autre reprenant les candidats néerlandophones. Le scrutin étant secret, les bulletins ne peuvent être signés. Il y a lieu de voter en traçant une croix dans la case figurant en regard du nom des candidats choisis. Les bulletins qui comporteraient plus de votes qu'il y a de mandats à pourvoir sont nuls.   U heeft twee stembiljetten gekregen, een met de Nederlandstalige kandidaten, het andere met de Franstalige kandidaten. Daar de stemming geheim is, mogen de stembiljetten niet ondertekend worden. Om te stemmen moet men een kruisje in het vakje tegenover de naam van de gekozen kandidaten plaatsen.  Stembiljetten waarop meer stemmen zijn uitgebracht dan er mandaten zijn, zijn ongeldig.       Mme Pas, vous ne pouvez pas prendre la parole pour justifier votre vote. Celui-ci est secret. Je vous donne la parole mais pas pour justifier votre vote.        
14	Barbara Pas (VB): Mijnheer de voorzitter, het betreft hier een regulier punt op de agenda. Dus ik mag wel degelijk motiveren waarom onze fractie niet wenst deel te nemen aan de stemming. Ik zal dat ook kort doen.       In juni 2013 werd door alle partijen in het halfrond, behalve het Vlaams Belang, een wetsontwerp goedgekeurd om van het overbodig Centrum voor Gelijkheid van Kansen en Racismebestrijding twee overbodige centra te maken. Wij hebben er inderdaad een nieuw interfederaal gelijkekansencentrum bij gekregen, waarvan de leden van de raad van bestuur vandaag door het Parlement zullen worden aangesteld.       Toen het wetsontwerp ter oprichting van dat Interfederaal Gelijkekansencentrum in het halfrond werd behandeld, heb ik er al uitgebreid op gewezen dat de voorganger ervan, het huidige CGKR, de integratie van allochtonen geen stap dichterbij heeft gebracht en dat die instelling in eerste instantie werd opgericht om het Vlaams Blok te bekampen.       Ik zal die weinig fraaie geschiedenis hier vandaag zeker niet herhalen en zal u ook de lange lijst van politieke bemoeienissen van het centrum besparen. Kern van de zaak is dat een centrum zich burgerlijke partij kan stellen in racismeprocessen en ook klacht kan indienen bij vermeende daden van racisme. Het CGKR heeft zich ontpopt tot een soort openbaar ministerie van de weldenkendheid om echte of vermeende dissidentie tegenover de politieke weldenkendheid op te sporen en in de kiem te smoren.       Wij hebben de voorbije jaren de willekeur kunnen vaststellen, waarmee het CGKR zich de ene keer wel en de andere keer niet burgerlijke partij stelde. Een duidelijke visie was daarin niet te vinden; willekeur stond voorop.       Ik herinner mij bij de bespreking over de oprichting van het nieuwe centrum de enige kritische noot van Peter Luyckx, maar ook het argument dat alle voorstanders, Peter Luyckx incluis, aanhaalden, met name dat het nieuwe centrum nodig is, omdat Europa dat vraagt.       De Europese richtlijn wordt hierbij als een alibi gebruikt. Men gaat vandaag veel verder dan hetgeen in de Europese richtlijn wordt opgelegd. Had men de Europese richtlijn naar de letter gevolgd en met een minimalistische visie genoegen kunnen nemen, dan was de toewijzing van die bevoegdheden aan de Dienst Vreemdelingenzaken of aan een andere bestaande instelling al meer dan genoeg geweest.       Er zijn al veel te veel ruime bevoegdheden bij het huidige centrum.       Mijnheer de voorzitter, ik rond af. Ik mag echter wel mijn logica afmaken waarom wij niet wensen deel te nemen aan benoemingen voor een centrum dat nog steeds als burgerlijke partij zal kunnen optreden. Het zal nog steeds als een soort politiek parket kunnen ageren tegen wie een immigratiekritisch standpunt verdedigt of die een politiek incorrecte mening over multicultuur, islam of migratie heeft en uit.       Dergelijke rechtsmacht is niet nodig. Er is geen enkele Europese richtlijn. De richtlijn waarmee wordt geschermd als reden waarom het wetsontwerp in kwestie destijds werd goedgekeurd, verplicht een dergelijke rechtsmacht op geen enkele manier.       Ondanks dat dat niet de officiële bedoeling was, weten wij allen dat de werking van het CGKR de voorbije jaren haaks op de democratische principes stond. Als regeringsdienst heeft het CGKR zich nooit objectief of terughoudend opgesteld. Het tegendeel is waar.       Ik heb toen in het halfrond mijn vrees geuit over de nieuw aan te stellen leden van de raad van bestuur voor de nieuwe centra. Meer bepaald vreesde ik dat er geen enkele garantie is dat de verdoken politiek benoemden plots wel objectief zullen handelen.       Mijnheer de voorzitter, nu ik de lijst van kandidaten, die u zopas hebt voorgelezen, grondig heb bekeken, ben ik ervan overtuigd dat zij niet onafhankelijk en objectief zullen handelen. Ik heb de tijd genomen om de achtergrond van de meeste kandidaten eens te bekijken. Voor het gros van de kandidaten is de ideologische kleur samen te vatten als volgt. Ofwel hebben zij toevallig de kleur waarin de Franstalige kandidaten ons worden voorgelegd, ofwel zijn zij oud-gemeenteraadslid of gemeenteraadslid voor de groene kleur waarin de kandidaten ons worden voorgelegd.       Dat is allemaal onafhankelijk genoeg om het paradepaardje van het regime voort te zetten en om een inquisitiecentrum te leiden dat dient om de vrije meningsuiting in te perken en politieke dissidenten de mond te snoeren.       Wij hebben geen politiek correcte gedachtepolitie nodig. Wij doen ook niet mee aan politieke benoemingen voor een instelling die buiten de democratie en buiten elke parlementaire controle staat. Wij willen het centrum gewoon afschaffen.       Mijnheer de voorzitter, ik rond af met de woorden van president Truman: “In a free country we punish men for the crimes they commit, never for the opinions they hold. Zo zou het moeten zijn. Wij doen aan dat circus niet mee.        
15	03 Commission de la protection de la vie privée – Nomination des membres externes du Comité de surveillance statistique (3565/1)   03 Commissie voor de bescherming van de persoonlijke levenssfeer – Benoeming van de externe leden van het Statistisch Toezichtscomité (3565/1)       Le  
16	President: L'ordre du jour appelle en même temps le scrutin en vue de la nomination des membres externes du Comité de surveillance statistique.   Aan de orde is tegelijkertijd de geheime stemming voor de benoeming van de externe leden van het Statistisch Toezichtscomité.       Conformément à l'article 24sexies de la loi du 4 juillet 1962 relative à la statistique publique, le Comité de surveillance statistique est composé de trois membres de la Commission de la protection de la vie privée, dont le président, et de trois membres externes désignés par la Chambre des représentants.   Overeenkomstig artikel 24sexies van de wet van 4 juli 1962 betreffende de openbare statistiek bestaat het Statistisch Toezichtscomité uit drie leden van de Commissie  voor de bescherming van de persoonlijke levenssfeer, waaronder de voorzitter, en drie externe leden aangewezen door de Kamer van volksvertegenwoordigers.       L'article 3 de l'arrêté royal du 7 juin 2007 fixant les modalités relatives à la composition et au fonctionnement du Comité de surveillance statistique institué au sein de la Commission de protection de la vie privé précise que les membres externes sont nommés pour un terme de six ans renouvelable, sur une liste de deux candidats présentée par le conseil des ministres pour chacun des mandats vacants. Un membre suppléant est nommé pour chacun des membres effectifs.   Artikel 3 van het koninklijk besluit van 7 juni 2007 tot vaststelling van de nadere regels met betrekking tot de samenstelling en de werking van het Statistisch Toezichtscomité opgericht binnen de Commissie voor de bescherming van de persoonlijke levenssfeer preciseert dat de externe leden worden benoemd voor een hernieuwbare termijn van zes jaar, uit een dubbeltal dat door de ministerraad voor elk van de vacante mandaten wordt voorgedragen. Voor elk effectief lid wordt één plaatsvervangend lid benoemd.       Par lettre du 2 avril 2014, le vice-premier ministre et ministre de l'Économie, des Consommateurs et de la Mer du Nord transmet la présentation de candidats par le conseil des ministres pour le Comité de surveillance statistique.   Bij brief van 2 april 2014 zendt de vice-eersteminister en minister van Economie, Consumenten en Noordzee de voordracht van kandidaten door de ministerraad voor het Statistisch Toezichtscomité.       Il s'agit des candidats suivants:   A. Membres effectifs   - Premier mandat   Premier candidat: M. Michel Vanden Abeele (F)   Deuxième candidat: M. Thierry Mansvelt (F)   - Deuxième mandat   Premier candidat: Mme Martine Van Wouwe (N)   Deuxième candidat: M. Philippe Gysbergs (N)   - Troisième mandat   Premier candidat: M. Patrick Deboosere (N)   Deuxième candidat: M. Yves Teughels (N)       B. Membres suppléants   - Premier mandat   Premier candidat: M. Thierry Mansvelt (F)   Deuxième candidat: M. Luc Dal (F)   - Deuxième mandat   Premier candidat: M. Philippe Gysbergs (N)   Deuxième candidat: Mme Martine Van Wouwe (N)   - Troisième mandat   Premier candidat: M. Patrick Vander Weyden (N)   Deuxième candidat: M. Tite Kubushishi (F)       Het gaat om de volgende kandidaten:   A. Vaste leden   - Eerste mandaat   Eerste kandidaat: de heer Michel Vanden Abeele (F)   Tweede Kandidaat: de heer Thierry Mansvelt (F)   - Tweede mandaat   Eerste kandidaat: Mevrouw Martine Van Wouwe (N)   Tweede kandidaat: de heer Philippe Gysbergs (N)   - Derde mandaat   Eerste kandidaat: de heer Patrick Deboosere (N)   Tweede kandidaat: de heer Yves Teughels (N)       B. Plaatsvervangende leden   - Eerste mandaat   Eerste kandidaat: de heer Thierry Mansvelt (F)   Tweede Kandidaat: de heer Luc Dal (F)   - Tweede mandaat   Eerste kandidaat: de heer Philippe Gysbergs (N)   Tweede kandidaat: mevrouw Martine Van Wouwe (N)   - Derde mandaat   Eerste kandidaat: de heer Patrick Vander Weyden (N)   Tweede kandidaat: de heer Tite Kubushishi (F)       Le document portant le nom des candidats vous a été distribué (n° 3565/1).   Het stuk met de namen van de kandidaten werd rondgedeeld (stuk nr. 3565/1).       Le scrutin étant secret, les bulletins ne peuvent être signés.   Daar de stemming geheim is, mogen de stembiljetten niet ondertekend worden.       Il y a lieu de voter, pour chaque mandat, en traçant une croix dans la case figurant en regard du nom du candidat choisi. Sont nuls, les suffrages exprimés en faveur de plus d'un candidat par mandat.   Om te stemmen voor elk mandaat, moet men een kruisje in het vakje tegenover de naam van de gekozen kandidaat plaatsen. Zijn ongeldig de stemmen uitgebracht op meer dan één kandidaat per mandaat.       Les bulletins de vote ont déjà été distribués.   De stembiljetten werden reeds rondgedeeld.        
17	04 Nomination d'un membre externe suppléant du Comité sectoriel Sécurité sociale et Santé (section Sécurité sociale)   04 Benoeming van een plaatsvervangend extern lid van het Sectoraal Comité van de Sociale Zekerheid en van de Gezondheid (afdeling Sociale Zekerheid)       L'ordre du jour appelle en même temps le scrutin en vue de la nomination d'un membre externe suppléant du Comité sectoriel Sécurité sociale et Santé.   Aan de orde is tegelijkertijd de geheime stemming voor de benoeming van een plaatsvervangend extern lid van het Sectoraal Comité van de Sociale Zekerheid en van de Gezondheid.       Par lettre du 17 avril 2014 la vice-première ministre et ministre des Affaires Sociales et la Santé publique communique la liste double de candidats qui a été approuvée par le Conseil des ministres du 4 avril 2014, pour le renouvellement du mandat de membre externe suppléant du Comité sectoriel Sécurité sociale et Santé instituée au sein de la Commission de protection de la vie privée.   Bij brief van 17 april 2014 deelt de vice-eersteminister en minister van Sociale Zaken en Volksgezondheid een dubbele lijst van kandidaten mee die werd goedgekeurd door de Ministerraad van 4 april 2014, met het oog op de hernieuwing van het mandaat van een plaatsvervangend extern lid van het Sectoraal Comité van de Sociale Zekerheid en van de Gezondheid, opgericht binnen de Commissie voor de bescherming van de persoonlijke levenssfeer.       Il s'agit des candidats suivants:   - Premier candidat:   Mme Ludwine Casteleyn   - Second candidat:   Mme Els J. Kindt       Het gaat om de volgende kandidaten:   - Eerste kandidaat:   Mevrouw Ludwine Casteleyn   - Tweede kandidaat:   mevrouw Els J. Kindt       Le document portant le nom des candidats vous a été distribué (n° 3566/1).   Het stuk met de namen van de kandidaten werd rondgedeeld (stuk nr. 3566/1).       Le scrutin étant secret, les bulletins ne peuvent être signés.   Daar de stemming geheim is, mogen de stembiljetten niet ondertekend worden.       Il y a lieu de voter en traçant une croix dans la case figurant en regard du nom du candidat choisi. Sont nuls, les suffrages exprimés en faveur de plus d'un candidat.   Om te stemmen moet men een kruisje in het vakje tegenover de naam van de gekozen kandidaat plaatsen.  Zijn ongeldig de stemmen uitgebracht op meer dan één kandidaat.       Nous devons d'abord procéder au tirage au sort d'un ou de deux bureaux de scrutateurs composés chacun de quatre membres qui seront chargés du dépouillement.  Je vous propose cependant de désigner les deux secrétaires siégeant au bureau ce jour pour dépouiller les scrutins.   We moeten eerst een of twee bureaus van stemopnemers bij loting samenstellen.  Elk bureau bestaat uit vier leden.  Ik stel u evenwel voor om voor de stemopneming de twee secretarissen aan te wijzen die heden aan het bureau hebben plaatsgenomen.       Pas d'observation? (Non)   Il en sera ainsi.       Geen bezwaar? (Nee)   Aldus wordt besloten.       Mme Meyrem Almaci et M. Dirk Van der Maelen sont désignés pour dépouiller les scrutins.   Mevrouw Meyrem Almaci en de heer Dirk Van der Maelen worden aangewezen om de stemmen op te nemen       Je vous propose de procéder au dépouillement des scrutins à la salle des Conférences, en présence des scrutateurs.   Ik stel u voor dat de stembiljetten geteld worden in de Conferentiezaal, in aanwezigheid van de stemopnemers.       Pas d'observation? (Non)   Il en sera ainsi.       Geen bezwaar? (Nee)   Aldus wordt besloten.       À l'appel de son nom, chaque membre est prié de venir déposer son bulletin non signé dans l'urne, en montant à la tribune, de ma gauche à ma droite.   Ik verzoek elk lid om bij het afroepen van zijn naam zijn ongetekende stembiljet in de stembus te komen deponeren. Gelieve langs mijn linkerzijde op het spreekgestoelte te komen en dit aan mijn rechterzijde te verlaten.       J'invite les secrétaires à procéder à l'appel nominal.   Ik nodig de secretarissen uit de namen af te roepen.       Tout le monde a-t-il déposé son bulletin dans l'urne?   Heeft iedereen gestemd?       Je déclare le scrutin clos.   Ik verklaar de stemming voor gesloten.        
18	Révision de la Constitution    Herziening van de Grondwet        
19	05 Projet de déclaration de révision de la Constitution (3567/1-5)   - Proposition de déclaration de révision de l'article 110 de la Constitution en ce qui concerne le droit de grâce (628/1-2)   - Proposition de déclaration de révision du décret n° 5 du 24 novembre 1830 portant exclusion perpétuelle de la famille d'Orange-Nassau de tout pouvoir en Belgique (712/1-2)   - Proposition de déclaration de révision de l'article 113 de la Constitution en ce qui concerne la suppression de la noblesse (761/1-2)   - Proposition de déclaration de révision de l'article 127, § 1er, 2°, de la Constitution en ce qui concerne l'enseignement (991/1-2)   - Proposition de déclaration de révision de la Constitution en vue de supprimer le Sénat (1001/1-2)   - Proposition de déclaration de révision du titre III, chapitre III, section II, de la Constitution, en vue d'y insérer une disposition relative à la suppression du Conseil de la Couronne (1019/1-2)   - Proposition de déclaration de révision du titre III, chapitre III, section II, de la Constitution en vue de supprimer le titre de ministre d'État (1020/1-2)   - Proposition de déclaration de révision de l'article 5 de la Constitution en ce qui concerne le changement de nom de la province d'Anvers (1022/1-2)   - Proposition de déclaration de révision de la Constitution en ce qui concerne l'abolition de la monarchie (1060/1-2)   - Proposition de déclaration de révision des articles 3, 4, 5, 67, 127, 128, 135, 136, 138, 156, 163, 166 et 178 de la Constitution en ce qui concerne la création de la Région de Bruxelles Métropole, comprenant l'ancienne province du Brabant (1278/1-2)   - Proposition de déclaration de révision du titre II de la Constitution en vue d'insérer un article nouveau donnant la priorité aux anciens combattants et résistants, aux anciens combattants et résistants, aux anciens prisonniers de guerre, aux anciens fonctionnaires de police et aux anciens sapeurs-pompiers ou à leurs veufs ou veuves pour l'entrée dans une maison de repos ou de retraite publique (1290/1-2)   - Proposition de déclaration de révision du titre V de la Constitution, en vue d'y insérer un nouvel article prévoyant l'abolition des droits de succession et l'interdiction de les rétablir (1298/1-2)   - Proposition de déclaration de révision de l'article 62 de la Constitution en vue de supprimer l'obligation de se présenter aux urnes (1369/1-2)   - Proposition de déclaration de révision des articles 33, 36, 41 et 134 de la Constitution en vue de permettre la tenue de référendums contraignants (1387/1-2)   - Proposition de déclaration de révision de l'article 181 de la Constitution en ce qui concerne la suppression du financement public des cultes (1393/1-2)   - Proposition de déclaration de révision de la Constitution (1480/1-2)   - Proposition de déclaration de révision de la Constitution en ce qui concerne les pouvoirs du Roi (2928/1-2)   - Proposition de déclaration de révision de l'article 59 de la Constitution en vue de l'abrogation de l'immunité parlementaire en matière pénale (3271/1-2)   - Proposition de déclaration de révision de la Constitution (3398/1-2)   - Proposition de déclaration de révision de l'article 167, § 1er, de la Constitution (3410/1-2)   - Proposition de déclaration de révision de la Constitution (3557/1-2)   05 Ontwerp van verklaring tot herziening van de Grondwet (3567/1-5)   - Voorstel van verklaring tot herziening van artikel 110 van de Grondwet wat betreft het genaderecht (628/1-2)   - Voorstel van verklaring tot herziening van het decreet nr. 5 van 24 november 1830 betreffende de eeuwige uitsluiting van de familie Oranje-Nassau van enige macht in België (712/1-2)   - Voorstel van verklaring tot herziening van artikel 113 van de Grondwet voor wat betreft de afschaffing van de adel (761/1-2)   - Voorstel van verklaring tot herziening van artikel 127, § 1, 2°, van de Grondwet inzake het onderwijs (991/1-2)   - Voorstel van verklaring tot herziening van de Grondwet wat betreft het afschaffen van de Senaat (1001/1-2)   - Voorstel van verklaring tot herziening van titel III, hoofdstuk III, afdeling II, van de Grondwet, met de bedoeling er een bepaling in te voegen betreffende het opheffen van de zogenaamde Kroonraad (1019/1-2)   - Voorstel van verklaring tot herziening van Titel III, Hoofdstuk III, Afdeling II, van de Grondwet inzake de afschaffing van de titel van minister van Staat (1020/1-2)   - Voorstel van verklaring tot herziening van artikel 5 van de Grondwet wat de naamswijziging van de provincie Antwerpen betreft (1022/1-2)   - Voorstel van verklaring tot herziening van de Grondwet wat het afschaffen van de monarchie betreft (1060/1-2)   - Voorstel van verklaring tot herziening van de artikelen 3, 4, 5, 67, 127, 128, 135, 136, 138, 156, 166 en 178 van de Grondwet, met het oog op de oprichting van het Brussels Metropolitaans Gewest, dat de vroegere provincie Brabant omvat (1278/1-2)   - Voorstel van verklaring tot herziening van titel II van de Grondwet teneinde een nieuw artikel in te voegen waarbij voor de toewijzing van de plaatsen in de openbare rusthuizen of bejaardentehuizen voorrang wordt gegeven aan de oud-strijders, de oud-verzetslieden, de oud-krijgsgevangenen, de gewezen politieambtenaren en brandweerlieden, alsook hun weduwen of weduwnaars (1290/1-2)   - Voorstel van verklaring tot herziening van titel V van de Grondwet, teneinde daarin een nieuw artikel in te voegen dat voorziet in de afschaffing van de successierechten en dat het verbod oplegt ze opnieuw in te stellen (1298/1-2)   - Voorstel van verklaring tot herziening van artikel 62 van de Grondwet teneinde de opkomstplicht af te schaffen (1369/1-2)   - Voorstel van verklaring tot herziening van de artikelen 33, 36, 41 en 134 van de Grondwet, teneinde bindende referenda mogelijk te maken (1387/1-2)   - Voorstel van verklaring tot herziening van artikel 181 van de Grondwet wat de afschaffing betreft van de overheidsfinanciering van de erediensten (1393/1-2)   - Voorstel van verklaring tot herziening van de Grondwet (1480/1-2)   - Voorstel van verklaring tot herziening van de Grondwet wat de bevoegdheid van de Koning betreft (2928/1-2)   - Voorstel van verklaring tot herziening van artikel 59 van de Grondwet met het oog op de opheffing van de parlementaire onschendbaarheid in strafzaken (3271/1-2)   - Voorstel van verklaring tot herziening van de Grondwet (3398/1-2)   - Voorstel van verklaring tot herziening van artikel 167, § 1 van de Grondwet (3410/1-2)   - Voorstel van verklaring tot herziening van de Grondwet (3557/1-2)       Propositions déposées par:   Voorstellen ingediend door:       - 628: Filip De Man, Barbara Pas, Gerolf Annemans, Rita De Bont   - 712: Alexandra Colen, Barbara Pas, Gerolf Annemans, Rita De Bont   - 761: Guy D’haeseleer, Gerolf Annemans, Alexandra Colen, Rita De Bont, Barbara Pas   - 991: Gerolf Annemans, Alexandra Colen, Rita De Bont, Barbara Pas   - 1001: Filip De Man, Barbara Pas, Gerolf Annemans, Rita De Bont   - 1019: Alexandra Colen, Rita De Bont, Barbara Pas, Gerolf Annemans   - 1020: Alexandra Colen, Rita De Bont, Barbara Pas, Gerolf Annemans   - 1022: Rita De Bont   - 1060: Guy D’haeseleer, Rita De Bont, Barbara Pas, Gerolf Annemans   - 1278: Laurent Louis   - 1290: Laurent Louis   - 1298: Laurent Louis   - 1369: Jan Van Esbroeck, Ingeborg De Meulemeester, Theo Francken, Steven Vandeput   - 1387: Barbara Pas, Gerolf Annemans, Alexandra Colen, Rita De Bont   - 1393: Laurent Louis   - 1480: Barbara Pas, Rita De Bont, Peter Logghe, Hagen Goyvaerts, Gerolf Annemans   - 2928: Theo Francken, Jan Jambon   - 3271: Laurent Louis   - 3398: Barbara Pas, Gerolf Annemans, Rita De Bont   - 3410: Theo Francken, Karolien Grosemans, Jan Jambon, Bert Maertens   - 3557: Muriel Gerkens, Stefaan Van Hecke, Georges Gilkinet, Thérèse Snoy et d’Oppuers, Kristof Calvo, Juliette Boulet, Ronny Balcaen, Fouad Lahssaini        
20	Discussion générale   Algemene bespreking       La discussion générale est ouverte.   De algemene bespreking is geopend.       Les rapporteurs sont M. François-Xavier de Donnea et Mme Kristien Van Vaerenbergh.        
21	François-Xavier de Donnea, rapporteur: Monsieur le président, je me réfère à mon rapport écrit.       Le  
22	President: Merci, monsieur de Donnea. C'était la dernière tâche que nous vous avons confiée dans cette assemblée.         
23	Ben Weyts (N-VA): Mijnheer de voorzitter, collega’s, eindelijk het einde van de regering-Elio Di Rupo I. Deze regering gaat zoals ze geboren werd en geleefd heeft, als een Franstalige belastingregering. Wij moeten toegeven dat deze regering het land naar ongekende hoogtes heeft gebracht, ongekende hoogtes als het gaat over de belastingdruk, ongekende hoogtes als het gaat over de loonkosten, ongekende hoogtes als het gaat over de staatsschuld en ongekende hoogtes als het gaat over de overheidsuitgaven. Wij staan aan de top van de wereld in al die domeinen. Ondanks al die overheidsuitgaven is de armoede gestegen en zit de werkloosheid op het hoogste peil sinds veertien jaar.       Zelfs bij haar levenseinde zorgt deze regering ervoor dat sommigen geen vernedering bespaard blijft. Na lang palaveren kwam de regering nog net vóór de deadline tot een akkoord over deze zeer summiere lijst met grondwetsartikelen die voor herziening vatbaar worden verklaard. De Vlaamse partijen eisten een zeer uitgebreide lijst. Dat is ook normaal want alle Vlaamse partijen hebben de afgelopen jaren bij herhaling grote hervormingen aangekondigd na de volgende verkiezingen die een grondwetsherziening zouden vereisen, bijvoorbeeld om de monarchie aan te passen aan de eenentwintigste eeuw. Dat is een beetje zoals het monster van Loch Ness dat steeds opduikt en vervolgens terug ondergaat. Voorstellen met betrekking tot de aanpassing van de monarchie aan de eenentwintigste eeuw duiken steeds weer op om vervolgens even snel terug te verdwijnen.        Al eerder, vorig jaar nog, wilden de Vlaamse partijen dat de koninklijke generatiewissel gepaard zou gaan met een modernisering van de monarchie. Juridisch was dat geen enkel probleem. Vorig jaar kon dat perfect. Akkoord, de grondwetsartikelen die de koninklijke functie regelen waren niet voor herziening vatbaar verklaard maar er was wel artikel 195. De regering had artikel 195 al eerder gebruikt in het kader van de zesde staatshervorming als een soort passe-partout. Ze kon dus perfect datzelfde grondwetsartikel 195 gebruiken om de monarchie te moderniseren en aan te passen aan de eenentwintigste eeuw. Het antwoord op die bede van de Vlaamse partijen was nul op het rekest. Elio Di Rupo jokte zelfs een beetje. Hij zei dat de rol van de koning pas aan het einde van de regeerperiode ter sprake kon komen.       Dat is niet waar. Dat kon al onmiddellijk geregeld worden, via artikel 195. Die truc kon een tweede keer worden toegepast, maar men heeft ervoor gekozen dat niet te doen.       Elio Di Rupo zei dat de rol van de Koning aan het eind van de regeerperiode ter sprake zal komen. Zo geschiedde. De Vlaamse partijen legden die inderdaad op tafel en zegden dat het moment was aangebroken om die artikelen van de Grondwet voor herziening vatbaar te verklaren. Zij kregen als antwoord echter nul op het rekest.       Onder leiding van CD&V werd toen plots het geweer van schouder gewisseld. De hele partijtop zei: “Wij zijn niet langer voorstander om een hele reeks artikelen van de Grondwet voor herziening vatbaar te verklaren, wij vragen maar één artikel, artikel 195, maar dat is wel het minimum minimorum, dat is het enige wat wij vragen”. Kris Peeters, Wouter Beke, Koen Geens, allemaal zegden zij: “Een artikel, meer hebben wij niet nodig.”       Het antwoord was evenwel nul op het rekest. De Vlaamse partijen kwamen naar buiten en zegden: “Wij vroegen maar één ding, dat één artikel, artikel 195 voor herziening vatbaar zou worden verklaard, maar dat hebben wij niet gekregen, maar wij zijn blij, wij hebben gewonnen.”       Open Vld en sp.a deelden ook in de klappen.        
24	Raf Terwingen (CD&V): Mijnheer Weyts, ik wil gewoon herhalen wat ik in de commissie geantwoord heb op uw opmerkingen over artikel 195. U blijft daarover doorgaan. Blijkbaar wilt u steeds opnieuw de kiezers wijsmaken dat die herziening per se nodig is om de Staat te hervormen, maar ik meen dat wij met alle bevoegdheden die door de zesde staatshervorming worden overgeheveld, perfect bewezen hebben dat het ook anders kan.       Inzake artikel 195 heb ik in de commissie al sarcastisch gezegd dat wij ons vooral gebaseerd hebben op de adviezen die wij hebben ingewonnen bij onder andere een aantal grondwetspecialisten. Ik citeer een Belgabericht van 9 februari 2012 waarin iemand die de Grondwet en de desbetreffende procedures zeer goed kent, zegt: “Voor een grote staatshervorming is een herziening van artikel 195 niet nodig.” Dixit Ben Weyts, in een Belgabericht van 9 februari 2012.       Wij hebben ons ook gebaseerd op grondwetspecialist professor Vuye. U kent hem ook. Hij heeft ook geregeld gezegd dat artikel 195 daarvoor niet dient. Nogmaals, ik meen dat u warm en koud tegelijk blaast. Als u dit blijft zeggen, dan moet u ook begrijpen dat ik op deze manier reageer.       Trouwens, de mogelijk grootste kenner van de Grondwet heeft ooit gezegd: “Niets is zo krachtig als een rijp idee. Een rijp idee houdt zelfs een grondwetswijziging niet tegen.” Dat was dixit Bart De Wever.       Nu telkens opnieuw over artikel 195 blijven doorbomen en het in ons gezicht trachten te werpen, is niet correct. U weet dat ook, want u kent de regels beter dan wij. Wat dat betreft, is er dus geen discussie.        
25	Ben Weyts (N-VA): Ik spreek u ook niet tegen, collega, gelukkig maar.       U probeert hen inderdaad vooral geen stokken in de wielen te steken. U probeert dat quasi onmogelijk te maken. Gelukkig is er in een democratie nog een greintje democratisch respect. Zo kunnen er nog bevoegdheidsoverdrachten worden doorgevoerd. Gelukkig bent u niet in staat om dat bij voorbaat tegen te houden. Anders had u dat waarschijnlijk ook gedaan.       Ik stel alleen maar vast dat uw partijtop een week geleden nog zei: “Wij vragen slechts één ding, het minimum minimorum, artikel 195.’       Ik zie de lijst en vraag me af waar het artikel 195 plots naartoe is. Vandaag, maar ook gisteren in de commissie zegt u tevreden te zijn. U zegt: ‘Wij hebben maar één artikel gevraagd, wij hebben het niet gekregen maar wij zijn heel tevreden.’        
26	Raf Terwingen (CD&V): Mijnheer Weyts, ik weet dat het gemakkelijk is om vanuit de oppositie die rol waar te nemen en er lachend over te doen. Wij hadden artikel 195 inderdaad graag in de lijst gezien maar dat is niet gelukt.       Ik zal u zeggen waarom. Het past in een politiek compromis dat moet worden gesloten. U hebt gisteren in de commissie ook gestemd per artikel dat voor herziening vatbaar is. U hanteerde het motto: “Beter iets dan niets.”       Ik hoop dat de kracht van verandering die u altijd predikt u zover brengt dat u na 25 mei uit de oppositie komt. Ik hoop dat u dan de verantwoordelijkheid opneemt en dat u verder gaat dan enkel het denken, maar eindelijk ook zult durven en doen. Dat hoop ik alvast.        
